image_path,class_name
cropped_objects\NO-Gloves\frame2873_jpg.rf.406653bec9bf78f40ffbb468d18083c8_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\frame3752_jpg.rf.1a034dda074b85207f843682a11137e0_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\Hand_0001736.jpg,NO-Gloves
cropped_objects\NO-Gloves\Hand_0001737.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2104_jpg.rf.fd1f43609407c436fa2b90977251ee1a_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2107_jpg.rf.1bfe4826993a1b50489f6d1350066a0a_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2108_jpg.rf.3e4a9e09e7a0eab2a83fc218ed32ee94_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2109_jpg.rf.d3300ed0d0b55a794f1ae477d73eb6ea_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2113_jpg.rf.afd4c097f7374b3d8eabe9c2c7199832_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2125_jpg.rf.a727b5b7b4016e233fd4ccdbced28a37_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2127_jpg.rf.0984b948c796e6e0198b1be7fa7fc8e5_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp212_jpg.rf.b20db97a57bb0a418c4be51287cbf631_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2130_jpg.rf.7cd57da022ad766eea1ed861fe9e7148_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2142_jpg.rf.f338832af516fda00383ac34e46e8f29_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2163_jpg.rf.3e2a3d9342a8fef5e9565d5b6c9d0c1e_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2164_jpg.rf.8a532cc248907dfbbebcc2d5b29320e5_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2172_jpg.rf.3dbe819305ec14671f927c8954fa84e4_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2173_jpg.rf.2b8378bacb2cd5d5fd57aefe0d0cf8de_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2178_jpg.rf.b23d61c3828898db3b745700a2cceda7_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2179_jpg.rf.d7a7c4c64e5202ce788be0f304fd8f4c_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2180_jpg.rf.7294afc8b77b2c17c992d73b8c180fe0_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2181_jpg.rf.219e9bb53b26aaa15449cd3e56bcace5_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2183_jpg.rf.4dd73f628dc41fdf5751b7c44e0b8c17_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2194_jpg.rf.05dbfb38d14e88b408a2fe301f3b6ad6_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp2195_jpg.rf.5f18c037d5b50a5485e26e82adf66daf_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp220_jpg.rf.4f56749f5efb379658c70e6d2d69cd7e_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp232_jpg.rf.ed0103b821ff52913b06df76929f843b_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp233_jpg.rf.812092fc441dc7752c0867938e47223d_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp243_jpg.rf.7805a85b31903524ccdcc5e2f7787c92_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp245_jpg.rf.ed20987306147411236f5dc4670f7809_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp246_jpg.rf.f7926d2c60e16976723d1385de1386f3_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp264_jpg.rf.108235e13ce0d83e82f12e33349080d2_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp273_jpg.rf.ebaa567c51a54cdb8e4ca54b3eca5508_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp280_jpg.rf.da4049ec937cdd109c91ee6f72804b17_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp282_jpg.rf.49cf7b647b5adf1651ca1a41f74fe9ff_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp284_jpg.rf.32350d973abe082221af4d234531f1a1_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp285_jpg.rf.72cee2eb19a154f598901f61ce36a868_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp290_jpg.rf.a7ec6f95ecba6577b97119b9fb3f045f_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp3194_jpg.rf.330ce49e880bc1613c6e1c6788bf3398_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp334_jpg.rf.e3071f02bbf45cb35e52767e98546803_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp335_jpg.rf.13e9164ea1876c0ffb4d1529cf35f743_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\nglovpp38_jpg.rf.870ca6d5b7d05dd1bd0f0fa1e930b7b4_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img1123_jpg.rf.301a904f1de0d74bc49f27cb5a4803ce_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img1347_jpg.rf.54626a6a982a347b198d9e802c6f4094_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img1348_jpg.rf.ba52dadd4276b9a4176a73c462fb3094_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img1356_jpg.rf.6930d67ac8bd5578fdf49fda359b1a02_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img418_jpg.rf.975643ce95821fe54b0e24e5dccac56c_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img427_jpg.rf.edaaa495b6f84cba29c5385d919fda95_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img519_jpg.rf.e27cd29d2375cf692f3a8ef14a20024d_5.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img551_jpg.rf.7318120f232dca29ea57e90ecdebf405_6.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img554_jpg.rf.5695c8ab312a0de4600afdd7b1cdae02_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img556_jpg.rf.af3a266e0f9790f33a5e62cef0c875ce_5.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img557_jpg.rf.7d5d9d2ae04275d5df470d997fcf669c_5.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img562_jpg.rf.54ac91eeee8389d851159589c3dc6f3c_5.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img585_jpg.rf.8df788a6e83138799c60ba1db27cc267_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img629_jpg.rf.482ba99e5a2b0d94a4107fdef230e0f6_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img844_jpg.rf.e4df9132381a2cb1cd41e8581ae3b957_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img919_jpg.rf.70ba6284f9da1b25ee552d50b2c94493_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img922_jpg.rf.271d4f6e1e40b11092f91617d7e51fe3_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img923_jpg.rf.3f924cdf1ff0536c44c1b4355dd9cf0e_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img925_jpg.rf.580caae69d3a46f1fd892f26780ce3e6_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img926_jpg.rf.d1e1cd84c0723339083f0c4403f7cead_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img927_jpg.rf.e75a7358caba7dbffd66e0571c367b67_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img929_jpg.rf.e0aa23cc81800c6c86666ca8f1d47768_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img933_jpg.rf.08cfefa952c3ee1fc82fcfa0f529f133_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img936_jpg.rf.e3b84218d3a7dba3cc3d0bd48f72bf21_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img937_jpg.rf.f17209579887c03340ccb76007594eca_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img939_jpg.rf.a620001055e09df93d98a7d8e0f42db8_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img941_jpg.rf.cce38222bac1347144c4a8cd05e654aa_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img942_jpg.rf.656a9f35ac6190110650210bbd645952_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img943_jpg.rf.2ba990137c8173cb3e9f2f2ba7b9b1fe_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img944_jpg.rf.06527ab6882a39fd653e4962faab3e15_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img945_jpg.rf.8800659af44c3f889ce55e1b78de79bb_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img946_jpg.rf.2706c8f5387804fbed906630cd00887b_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img950_jpg.rf.d5930b2d86afc3a2918f8871a701e7ad_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PP02img952_jpg.rf.e89f511c18f360c3bdf13ff02177ca5a_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_195_jpg.rf.3a923b6179d911ec4cc8d1bc8de2ec51_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_244_jpg.rf.935746ffca91222de96916ffc12e2dcd_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_337_jpg.rf.265af5914e8e8762b8f8ec03c4dd3684_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_647_jpg.rf.1e9863325d6dfd91597a486f29204d10_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_649_jpg.rf.17b7fff7f3ecef2f7e395de61f3befc6_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_667_jpg.rf.08ba2e5a957aadf5e7b76a5b138642dd_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_668_jpg.rf.6408a0e1e1cc2a60ea8255b2472da945_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\PPE_Data_670_jpg.rf.6caa52cf3a59a698f1bb7ce88c6260da_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_00000383_jpg.rf.RfJUrulid1d4V23GbRM4_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_00004_jpg.rf.51BmXRxze9E4kDCZBUmh_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_00125_jpg.rf.s2ZvtFwP8FTZMhkp1Cqk_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_00254_jpg.rf.EipBOhE2WRwzffbTOIqW_6.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_00629_jpg.rf.jmT0iy0cO63hN7rjBCH0_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_20220621_132924_jpg.rf.8W2IuTsp6EpQEljHC28C_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_AightSird0120_jpg.rf.Zj8wzQTRb74A0ddwZ01k_5.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_AightSird0243_jpg.rf.smoiTA3TJUpzPn7ClUtc_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_construction-worker1_grande_jpg.rf.GLOCaIIwM9RaoMLgr3Ol_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_construction-worker1_grande_jpg.rf.GLOCaIIwM9RaoMLgr3Ol_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_image_151_jpg.rf.7XKBX7gHwp3H4e5abBtY_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_image_170_jpg.rf.3eKZg9129FDTLu1MlPP0_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_image_170_jpg.rf.wkKgWYGPPOukzUF6l59a_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_image_181_jpg.rf.dIojfRDGIjqcxQpfUeXs_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_image_203_jpg.rf.8Oihms5KiX0MuhWoR3EF_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_image_204_jpg.rf.aDTC19uIVqCEGm4L1LK7_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_image_225_jpg.rf.kEw91Eb9Edko5775uk5v_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Nein1018_jpg.rf.MqykrNIkEoJttFlgwNdb_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Photin0648_jpg.rf.ucVtk5z4tRmoXqgwJnmt_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Photin0971_jpg.rf.e7iIDGt73at7sdnRbqln_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Photin0973_jpg.rf.pNrTdpwveyFZ37jRQCot_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Photin0973_jpg.rf.pNrTdpwveyFZ37jRQCot_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Photin1167_jpg.rf.xHxOD59dVX5M1akrRlG2_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_ppe_0374_jpg.rf.schgeylUS6SiJo1R1Ivi_19.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_ppe_0374_jpg.rf.vMRHlDrHdw5KPVPt96fg_20.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_ppe_0896_jpg.rf.ZbRw0L9sDqFlzMpbqV74_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r100_jpg.rf.upvcSYyvLczBYVWjRX97_7.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r107_jpg.rf.AEpn8KgcQlraLpJ57hzo_12.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r107_jpg.rf.AEpn8KgcQlraLpJ57hzo_13.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r107_jpg.rf.AEpn8KgcQlraLpJ57hzo_15.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r110_jpg.rf.hifO3VXbzsR86jk3gJKB_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r113_jpg.rf.proh3us5fZPZnDzxG5Er_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r113_jpg.rf.proh3us5fZPZnDzxG5Er_6.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r136_jpg.rf.8nWaAlLQE6aaQNzyuvau_6.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r136_jpg.rf.8nWaAlLQE6aaQNzyuvau_7.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r142_jpg.rf.r71zg1r4phKF2GYYQDsx_6.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r15_jpg.rf.2ZcU7tDsBnBveRqXUf1u_6.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r15_jpg.rf.2ZcU7tDsBnBveRqXUf1u_7.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r15_jpg.rf.2ZcU7tDsBnBveRqXUf1u_8.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r15_jpg.rf.Gmu4dGjNMyLY0pPuLNz9_6.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r15_jpg.rf.Gmu4dGjNMyLY0pPuLNz9_7.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r15_jpg.rf.Gmu4dGjNMyLY0pPuLNz9_8.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_r168_jpg.rf.pBKRJ7D1Ziz0EbA6xlKp_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Tan004343_jpg.rf.xgLjXRIefsPrb9RxSkJt_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Tan0150150_jpg.rf.otG6gntlZeEm9WDMy54h_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Tan0365365_jpg.rf.hBhYtiM3K8WqP3ExtNoB_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Tan0365365_jpg.rf.hBhYtiM3K8WqP3ExtNoB_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Tan0500500_jpg.rf.DB3mQurmyiF7TgjsYmFh_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Tan0500500_jpg.rf.DB3mQurmyiF7TgjsYmFh_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_Tan0500500_jpg.rf.kAmApoIaZwYK5tfYBOnw_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds1_thumb1718_jpg.rf.S00BGJ1n8DHgUsEQbcwb_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r114_jpg.rf.g9dxRigdCjLCjgnaQSQk_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r114_jpg.rf.IQZHolXDdjXv2eCgEcwL_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r116_jpg.rf.joaqSAhmc7T0CSRlg7jx_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r127_jpg.rf.x4QTI2K7QGVETLc22Tgs_14.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r142_jpg.rf.sUh8qDNT32big8d4kAGv_8.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r15_jpg.rf.32T3x0zzW1pkG2AGzKme_7.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r15_jpg.rf.4TECiUTdCZT0mK7sJuCT_7.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r166_jpg.rf.bJftwa0eAfL9VrvY8kwJ_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r169_jpg.rf.4smQ6oWTRpnCq2Ry9imY_10.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds2_r169_jpg.rf.4smQ6oWTRpnCq2Ry9imY_11.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_frame2864_jpg.rf.e5qSLbY3uHSFVO4lmPPR_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_frame2867_jpg.rf.DjggnsHutM79ejz2zRdA_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_frame2868_jpg.rf.4nyP4Gbw8LoD6afQ4NSZ_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_frame2870_jpg.rf.zuy5J0j00cGX7Os6JGIb_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_frame2871_jpg.rf.XHU4q2RqlCuKd6hTXq72_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_frame3752_jpg.rf.3TA6WvGrTlR0SEr6T0JF_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2104_jpg.rf.NAadL5Q283GLKAlNCVyf_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2108_jpg.rf.LKB8ToAglHeSRoo24VAd_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2109_jpg.rf.5hs8YAvfCHvQlAcztKjy_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2125_jpg.rf.P3T2cauv0s5HnwvzkYjh_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp212_jpg.rf.KqIqvoe8G1E2AjNKjBXy_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2130_jpg.rf.wzEIkO5XzJNbXE9sJhG1_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2142_jpg.rf.zuZmFDqCn3Do5apNH58B_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2163_jpg.rf.FxZdXlpDzbLyIrHA8vGv_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2164_jpg.rf.SgJHXCGrgO33yyn5gJ9m_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2172_jpg.rf.XEwa1BceexmiC4CHro1w_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2173_jpg.rf.7v73t5dVOChIb2XgKVMY_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2178_jpg.rf.VgvGdmI1h3L58W410opy_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2179_jpg.rf.SIMUXMdlLueXzUAZ2fLF_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2180_jpg.rf.gQ4g5nEG6FvmAVOIRbuu_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2181_jpg.rf.2NM6Hu7xk2EhpvtEHToF_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp2194_jpg.rf.Ek3CTDeahFUKSHLRFsqV_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp220_jpg.rf.5tquXubVFbdHsV712S24_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp232_jpg.rf.w8JgUy76D2tlwaW4GayB_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp233_jpg.rf.h8f3kBP6Ko48WPIiIJli_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp246_jpg.rf.MS5YF77eudPqCCGZrJDk_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp264_jpg.rf.QohiglsTU16aq7QwRLsZ_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp280_jpg.rf.eNctbZO2XXF3I3ZAqYWM_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp282_jpg.rf.sKPPL9ugwxHDslbNIMBr_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp284_jpg.rf.gwnROb2geBtP43ZfgCms_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp285_jpg.rf.jq4j9sADVYAacapSGBdF_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp290_jpg.rf.uZIYYU9HXgImrNe6LfZS_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp3194_jpg.rf.ZLNYEdkVeDqIXKQz9H2i_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp334_jpg.rf.Gp9k2snEs7XGujytM2Xk_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_nglovpp335_jpg.rf.BeNSbOlwotaSYnoPRemq_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img1115_jpg.rf.QbzySepCB4WeUwaUUdcZ_4.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img1123_jpg.rf.145WSTA96xXgf2jnrrdX_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img1347_jpg.rf.7v3GwCIl9ZnfmIy74USq_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img1348_jpg.rf.df1davBE6DJKXGu6JjX7_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img1356_jpg.rf.XvERXcVs9XAjibJZZjI4_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img14_jpg.rf.jyzfpA6BhSVGpKAj0fwM_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img418_jpg.rf.5gB6JtTWcZr0ZU1QeTWc_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img427_jpg.rf.sUo3R0IPNDGLmwJyPNTc_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img554_jpg.rf.iLHlGK6MZTANXCHRxUDE_2.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img844_jpg.rf.80t3lePQa6E7R6Y4WFoJ_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img919_jpg.rf.8gLrFIw5vyqMkwzjL8q0_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img923_jpg.rf.ueoPlfJoBA8lqJi7TJaV_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img925_jpg.rf.05nqokMaGHH3hysM3Kg5_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img926_jpg.rf.rgeHwlDgY1vHNdCLH1JL_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img929_jpg.rf.UVgVyFpI94yoMfm7BST5_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img933_jpg.rf.g7uzKDQaulVG313pkP0k_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img937_jpg.rf.OHoPNenMdlma9Cq6UO4o_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img941_jpg.rf.6QSbg5y96YyCpD8KFGlO_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img944_jpg.rf.0P6YaDTkw51Oqne8di48_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img945_jpg.rf.wRPe05iK8E7xUeqoVlEP_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img946_jpg.rf.RrNfYfNHzYOmgVTdMpX0_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img952_jpg.rf.4GzK7raoVTSQ1JduGcWC_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PP02img970_jpg.rf.cFuwrMdVJ9zLwRTYHxcD_3.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PPE_Data_195_jpg.rf.ER9jnDzblbta7CtGd1Zm_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PPE_Data_244_jpg.rf.f87kxywwzuFhw9ninEGl_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PPE_Data_337_jpg.rf.8UC4NA9uOOdj6S4BMiA6_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PPE_Data_647_jpg.rf.dS2V4eSaGGwp86cNTU7g_1.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PPE_Data_667_jpg.rf.yqfxBwLGrVfZ2m5OkEZs_0.jpg,NO-Gloves
cropped_objects\NO-Gloves\train_ds3_PPE_Data_670_jpg.rf.9jq03djkqrTrQi6LWOIy_0.jpg,NO-Gloves
cropped_objects\NO-Hardhat\005939_jpg.rf.cdfccff3134c7fc6d294780dfbdef40e_10.jpg,NO-Hardhat
